timestamp,target,compiler,opt,variant,mode,threads,data_len,loop,time_s,data_bytes,throughput_MBps,throughput_MiBps,verify,checksum,binary,cflags
2026-05-16T13:53:10,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,multibuffer_original,cbc_encrypt_multi_buffer,1,1048576,20,0.643925,20971520,32.57,31.06,,391f66a7,multibuffer_original_O1_t1,compiled_on_host
2026-05-16T13:53:11,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,multibuffer_table,cbc_encrypt_multi_buffer,1,1048576,20,0.503131,20971520,41.68,39.75,,391f66a7,multibuffer_table_O1_t1,compiled_on_host
2026-05-16T13:53:11,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,decrypt_parallel_original,cbc_decrypt_parallel,1,1048576,20,0.572325,20971520,36.64,34.95,ok,a983a2ee,decrypt_parallel_original_O1_t1,compiled_on_host
2026-05-16T13:53:12,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,decrypt_parallel_table,cbc_decrypt_parallel,1,1048576,20,0.495223,20971520,42.35,40.39,ok,a983a2ee,decrypt_parallel_table_O1_t1,compiled_on_host
2026-05-16T13:53:14,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,multibuffer_original,cbc_encrypt_multi_buffer,2,1048576,20,1.232449,41943040,34.03,32.46,,cbb2ec24,multibuffer_original_O1_t2,compiled_on_host
2026-05-16T13:53:15,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,multibuffer_table,cbc_encrypt_multi_buffer,2,1048576,20,1.046055,41943040,40.10,38.24,,cbb2ec24,multibuffer_table_O1_t2,compiled_on_host
2026-05-16T13:53:16,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,decrypt_parallel_original,cbc_decrypt_parallel,2,1048576,20,0.614396,20971520,34.13,32.55,ok,a983a2ee,decrypt_parallel_original_O1_t2,compiled_on_host
2026-05-16T13:53:16,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,decrypt_parallel_table,cbc_decrypt_parallel,2,1048576,20,0.532240,20971520,39.40,37.58,ok,a983a2ee,decrypt_parallel_table_O1_t2,compiled_on_host
2026-05-16T13:53:19,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,multibuffer_original,cbc_encrypt_multi_buffer,4,1048576,20,2.641841,83886080,31.75,30.28,,02f72479,multibuffer_original_O1_t4,compiled_on_host
2026-05-16T13:53:22,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,multibuffer_table,cbc_encrypt_multi_buffer,4,1048576,20,2.176265,83886080,38.55,36.76,,02f72479,multibuffer_table_O1_t4,compiled_on_host
2026-05-16T13:53:22,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,decrypt_parallel_original,cbc_decrypt_parallel,4,1048576,20,0.625938,20971520,33.50,31.95,ok,a983a2ee,decrypt_parallel_original_O1_t4,compiled_on_host
2026-05-16T13:53:23,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,decrypt_parallel_table,cbc_decrypt_parallel,4,1048576,20,0.559900,20971520,37.46,35.72,ok,a983a2ee,decrypt_parallel_table_O1_t4,compiled_on_host
2026-05-16T13:53:29,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,multibuffer_original,cbc_encrypt_multi_buffer,8,1048576,20,5.880891,167772160,28.53,27.21,,2f850ac2,multibuffer_original_O1_t8,compiled_on_host
2026-05-16T13:53:34,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,multibuffer_table,cbc_encrypt_multi_buffer,8,1048576,20,4.554204,167772160,36.84,35.13,,2f850ac2,multibuffer_table_O1_t8,compiled_on_host
2026-05-16T13:53:35,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,decrypt_parallel_original,cbc_decrypt_parallel,8,1048576,20,0.710399,20971520,29.52,28.15,ok,a983a2ee,decrypt_parallel_original_O1_t8,compiled_on_host
2026-05-16T13:53:36,qemu-riscv,riscv64-unknown-linux-gnu-gcc,O1,decrypt_parallel_table,cbc_decrypt_parallel,8,1048576,20,0.746137,20971520,28.11,26.80,ok,a983a2ee,decrypt_parallel_table_O1_t8,compiled_on_host
